1790,1822
1612,1614
1612,1614
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
1661,1684
566,568
566,568
1338,1340
1338,1340
1350,1367
1039,1052
1039,1052
1350,1367
1350,1367
1350,1367
1350,1367
1350,1367
1350,1367
1350,1367
200,202
200,202
1726,1728
1790,1822
1790,1822
1790,1822
1790,1822
1790,1822
1790,1822
257,260
257,260
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
210,223
188,196
188,196
106,108
68,70
68,70
68,70
241,246
241,246
241,246
63,65
63,65
86,90
86,90
86,90
80,84
80,84
80,84
80,84
255,258
255,258
64,66
64,66
74,77
74,77
74,77
74,77
292,297
292,297
292,297
267,292
267,292
267,292
267,292
267,292
267,292
267,292
267,292
267,292
267,292
267,292
267,292
73,77
73,77
73,77
73,77
73,77










579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
579,671
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1445,1468
1012,1019
1012,1019
1012,1019
1012,1019
1290,1297
1290,1297
1290,1297
1290,1297
2332,2350
2332,2350
2332,2350
2332,2350
2332,2350
2332,2350
2332,2350
2332,2350
2332,2350
1319,1325
1319,1325
1319,1325
1319,1325
1039,1052
1039,1052
1039,1052
1039,1052
1039,1052
1425,1436
1425,1436
1425,1436
1425,1436
1425,1436
1425,1436
1409,1413
1409,1413
1409,1413
1409,1413
1522,1534
1522,1534
1522,1534
1522,1534
1522,1534
1522,1534
1506,1510
1506,1510
1506,1510
1506,1510
944,954
944,954
944,954
944,954
911,914
911,914
1225,1235
1225,1235
1225,1235
1225,1235
1196,1198
1196,1198


74,76
74,76
74,76



75,77
75,77
75,77
71,74
71,74
71,74
71,74
72,74
72,74
72,74
132,146
132,146
132,146
132,146
132,146
204,214
204,214
204,214
204,214
204,214
77,79
77,79
90,100
90,100
90,100
90,100
90,100
90,100
90,100
90,100
160,167
160,167
160,167
106,108
132,134
132,134
2891,2896
2891,2896
2891,2896
985,987
985,987
175,177
175,177
188,196
188,196
188,196




84,86
84,86
84,86


80,82
80,82
80,82
95,98
95,98
95,98
95,98
62,65
62,65
62,65


72,74
72,74
72,74
84,86
130,132
130,132
94,96
94,96
455,457
108,114
122,133
122,133
122,133
122,133
122,133
108,114
108,114
108,114
63,66
63,66
63,66
966,978
966,978
966,978
966,978









306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
306,327
118,130
118,130
























149,187






148,156
148,156
194,205
194,205
194,205
194,205
194,205
194,205
194,205
194,205
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
287,337
516,518
531,533

85,93
85,93
85,93
85,93
85,93
74,76
74,76
83,88
83,88
83,88
83,88
249,257
249,257
249,257
249,257
249,257
249,257
249,257
249,257

100,103
100,103
115,125
115,125
115,125
115,125
115,125
115,125
115,125
115,125


69,71
69,71
69,71
148,150

























167,169
167,169
167,169
88,91
88,91
106,128
106,128
106,128
106,128
106,128
106,128
106,128
106,128
106,128


396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
396,465
119,121
119,121
123,133
123,133
123,133
123,133
123,133
123,133
123,133
123,133
123,133
123,133
123,133
264,269
264,269
264,269
60,61
60,61
58,60
58,60
58,60
58,60
57,59
57,59

























124,126
124,126
124,126
68,70
68,70
91,96
91,96
91,96
91,96



74,76
74,76
74,76
76,78
76,78
85,87
85,87


95,98
95,98
95,98
95,98
58,59
58,59
